"target_construct","predictor","reference","term","beta","se","z","p","ci_lb","ci_ub","P_adj_fdr","P_adj_holm","code","Label"
"construct_b","contact_duration_band","Long sessions","intrcpt",0.240205933699107,0.0419667566025217,5.72371927557235,1.04216903998776e-08,0.157952602210206,0.322459265188008,5.2108451999388e-08,9.37952135988983e-08,"intrcpt","contact_duration_band: intrcpt"
"construct_b","contact_duration_band","Long sessions","Medium sessions",-0.102231738835242,0.060325296781652,-1.69467444487295,0.0901371960975428,-0.22046714788397,0.0160036702134856,0.112671495121928,0.374946234613406,"medium","contact_duration_band: Medium sessions"
"construct_b","contact_duration_band","Long sessions","Short sessions",-0.0538247929438836,0.0615310846615629,-0.874757746266527,0.381705732353153,-0.174423502810232,0.0667739169224646,0.424117480392392,0.763411464706306,"short","contact_duration_band: Short sessions"
"construct_b","intensity_band","High intensity","intrcpt",0.257465465834765,0.0357602314714519,7.19977067375261,6.03139132839362e-13,0.187376700071903,0.327554231597626,6.03139132839362e-12,6.03139132839362e-12,"intrcpt","intensity_band: intrcpt"
"construct_b","intensity_band","High intensity","Low intensity",-0.116618678830739,0.0654966060250522,-1.78053010542459,0.0749892469226813,-0.244989667749451,0.0117523100879721,0.112671495121928,0.374946234613406,"low","intensity_band: Low intensity"
"construct_b","intensity_band","High intensity","Moderate intensity",-0.132005181632191,0.0551422654470713,-2.39390203797298,0.0166702004991824,-0.240082035934398,-0.0239283273299838,0.041675501247956,0.116691403494277,"moderate","intensity_band: Moderate intensity"
"construct_b","measurement_stage",NA,"intrcpt",0.195901820009585,0.0532177461395301,3.68113710595626,0.00023219609605459,0.0915969542377101,0.300206685781459,0.000773986986848634,0.00185756876843672,"intrcpt","measurement_stage: intrcpt"
"construct_b","measurement_stage",NA,"measurement_stage",-0.00273157700606722,0.0190334923357699,-0.143514230487998,0.885884073279485,-0.0400365364841954,0.0345733824720609,0.885884073279485,0.885884073279485,"","measurement_stage: measurement_stage"
"construct_c","contact_count",NA,"intrcpt",-0.0270412490500924,0.051863357544584,-0.521394108101207,0.602092255053202,-0.128691561954801,0.0746090638546159,0.668991394503557,1,"intrcpt","contact_count: intrcpt"
"construct_c","contact_count",NA,"contact_count",0.0114741560553039,0.00709512609770851,1.61718846110567,0.105837606325612,-0.00243203556197499,0.0253803476725828,0.211675212651223,0.63502563795367,"","contact_count: contact_count"
"construct_c","contact_duration_band","Long sessions","intrcpt",0.0597988378669599,0.0415941986421486,1.43767255576752,0.15052698352177,-0.0217242934374562,0.141321969171376,0.250878305869617,0.75263491760885,"intrcpt","contact_duration_band: intrcpt"
"construct_c","contact_duration_band","Long sessions","Medium sessions",-0.0316232919096671,0.060472125133961,-0.522939980025732,0.601016021529574,-0.15014647924083,0.0868998954214958,0.668991394503557,1,"medium","contact_duration_band: Medium sessions"
"construct_c","contact_duration_band","Long sessions","Short sessions",-0.00737375984079085,0.0588378891534113,-0.125323323914032,0.900267587936163,-0.122693903507837,0.107946383826255,0.900267587936163,1,"short","contact_duration_band: Short sessions"
"construct_c","intensity_band","High intensity","intrcpt",0.157893367775838,0.038858335810442,4.06330751131677,4.83822223410422e-05,0.0817324290882088,0.234054306463467,0.000483822223410422,0.000483822223410422,"intrcpt","intensity_band: intrcpt"
"construct_c","intensity_band","High intensity","Low intensity",-0.175980787719726,0.0520083049999362,-3.38370550087995,0.000715146666239349,-0.277915192416575,-0.0740463830228769,0.00357573333119675,0.00643631999615414,"low","intensity_band: Low intensity"
"construct_c","intensity_band","High intensity","Moderate intensity",-0.147527396861316,0.0599015586038684,-2.46283068921329,0.0137844991723269,-0.264932294342713,-0.0301224993799183,0.0459483305744229,0.110275993378615,"moderate","intensity_band: Moderate intensity"
"construct_c","measurement_stage",NA,"intrcpt",0.0980827079700301,0.0473385121881425,2.07194319036073,0.0382707394715385,0.00530092899956049,0.1908644869405,0.0956768486788462,0.267895176300769,"intrcpt","measurement_stage: intrcpt"
"construct_c","measurement_stage",NA,"measurement_stage",-0.0194512816699941,0.0156680352195825,-1.24146272314241,0.214434860612247,-0.0501600664088809,0.0112575030688928,0.306335515160353,0.857739442448987,"","measurement_stage: measurement_stage"
